Date Cts +- State
56313.5 1.8247 0.0462 0
56314.5 2.2919 0.0488 0
56315.5 2.2578 0.0515 0
56316.5 2.2339 0.0510 0
56317.5 2.5815 0.0716 0
56331.5 4.5405 0.1055 0
56334.5 3.7177 0.0461 0
56335.5 2.9230 0.0490 0
56344.5 3.4180 0.1244 0
56345.5 2.6348 0.0545 0
56346.5 3.2291 0.0593 0
56347.5 2.9385 0.0553 0
56348.5 3.4025 0.0596 0
56349.5 2.5769 0.0515 0
56350.5 2.2070 0.0737 0
56351.5 2.8606 0.0824 0
56352.5 2.7107 0.0503 0
56353.5 2.3950 0.0490 0
56354.5 2.9033 0.0583 0
56355.5 2.9534 0.0641 0
56356.5 1.8592 0.0584 0
56357.5 2.0261 0.0382 0
56358.5 2.0195 0.0472 0
56359.5 2.5254 0.0450 0
56360.5 1.9517 0.0416 0
56361.5 1.7728 0.0394 0
56362.5 2.2669 0.0378 0
56363.5 1.7950 0.0346 0
56364.5 1.9358 0.0333 0
56365.5 2.3753 0.0375 0
56366.5 2.0089 0.0341 0
56367.5 1.8069 0.0316 0
56368.5 1.4453 0.0284 0
56369.5 1.8370 0.0324 0
56370.5 1.4551 0.0287 0
56371.5 1.7649 0.0310 0
56372.5 1.3827 0.0295 0
56373.5 1.9983 0.0347 0
56374.5 1.9926 0.0371 0
56375.5 1.6912 0.0352 0
56376.5 1.8929 0.0405 0
56377.5 1.3373 0.0389 0
56378.5 1.8790 0.0446 0
56379.5 2.2296 0.0470 0
56380.5 1.6750 0.0374 0
56381.5 2.4741 0.0458 0
56382.5 2.6515 0.0571 0
56383.5 2.7392 0.0547 0
56384.5 2.8543 0.0564 0
56385.5 2.3057 0.0593 0
56386.5 3.2493 0.0596 0
56387.5 2.3886 0.0514 0
56388.5 2.7973 0.0571 0
56389.5 2.0333 0.0504 0
56417.5 2.0287 0.0499 0
56418.5 2.2239 0.0479 0
56419.5 2.8106 0.0538 0
56420.5 2.7619 0.0537 0
56421.5 3.1004 0.0571 0
56422.5 3.1918 0.0549 0
56423.5 2.5964 0.0515 0
56424.5 2.3641 0.0454 0
56425.5 2.8048 0.0489 0
56426.5 2.3572 0.0467 0
56427.5 2.1718 0.0588 0
56428.5 1.6131 0.0571 0
56429.5 2.2841 0.0420 0
56430.5 2.4402 0.0426 0
56431.5 2.6378 0.0528 0
56432.5 1.8507 0.0392 0
56433.5 2.4706 0.0420 0
56434.5 2.1303 0.0361 0
56435.5 2.6180 0.0421 0
56436.5 3.2778 0.0432 0
56437.5 2.6607 0.0406 0
56438.5 2.2349 0.0349 0
56439.5 1.8226 0.0319 0
56440.5 1.8936 0.0317 0
56441.5 2.0357 0.0333 0
56442.5 2.2323 0.0352 0
56443.5 2.2817 0.0356 0
56444.5 1.7328 0.0309 0
56445.5 2.1086 0.0360 0
56446.5 2.1242 0.0369 0
56447.5 2.0987 0.0382 0
56448.5 2.5732 0.0444 0
56449.5 1.9047 0.0413 0
56450.5 1.8953 0.0429 0
56451.5 2.1223 0.0435 0
56452.5 3.7024 0.0723 0
56453.5 2.8839 0.0527 0
56454.5 3.7281 0.0585 0
56455.5 4.1939 0.0701 0
56456.5 2.7224 0.0583 0
56457.5 2.9857 0.0592 0
56458.5 3.2033 0.0574 0
56459.5 3.8034 0.0662 0
56460.5 3.6730 0.0621 0
56461.5 2.6492 0.0563 0
56462.5 3.1801 0.0968 0
56474.5 3.4056 0.0292 0
56475.5 4.0407 0.0335 0
56493.5 4.1127 0.0643 0
56494.5 3.1988 0.0562 0
56495.5 3.2169 0.0574 0
56496.5 4.2520 0.0596 0
56497.5 3.3781 0.0567 0
56498.5 3.8508 0.0580 0
56499.5 3.0504 0.0604 0
56500.5 2.7715 0.0510 0
56501.5 2.5684 0.0491 0
56502.5 2.9724 0.0443 0
56503.5 2.8934 0.0566 0
56504.5 2.5663 0.0559 0
56505.5 2.5397 0.0472 0
56506.5 2.1488 0.0381 0
56507.5 2.0365 0.0368 0
56508.5 1.9508 0.0347 0
56509.5 1.9951 0.0349 0
56510.5 1.8440 0.0325 0
56511.5 2.3485 0.0359 0
56512.5 2.1604 0.0335 0
56513.5 2.4958 0.0368 0
56514.5 2.7313 0.0371 0
56515.5 2.8775 0.0393 0
56516.5 2.9747 0.0394 0
56517.5 2.0900 0.0371 0
56518.5 2.1835 0.0367 0
56519.5 1.8361 0.0372 0
56520.5 2.1247 0.0398 0
56521.5 3.5095 0.0515 0
56522.5 3.7561 0.0517 0
56523.5 3.5236 0.0596 0
56524.5 3.5986 0.0490 0
56525.5 2.4771 0.0528 0
56526.5 2.6070 0.0525 0
56527.5 2.4781 0.0551 0
56528.5 2.7960 0.0560 0
56529.5 3.4421 0.0625 0
56530.5 3.0036 0.0553 0
56531.5 2.6259 0.0576 0
56532.5 2.0270 0.0609 0
56533.5 2.0233 0.0526 0
56534.5 2.1126 0.0555 0
56560.5 3.5086 0.0745 0
56561.5 4.5900 0.0890 0
56562.5 3.1800 0.0792 0
56563.5 2.9987 0.0581 0
56564.5 3.1074 0.0575 0
56565.5 3.3298 0.0598 0
56566.5 3.1120 0.0563 0
56567.5 2.7541 0.0532 0
56568.5 3.4570 0.0564 0
56569.5 3.8068 0.0571 0
56570.5 2.5990 0.0537 0
56571.5 2.8403 0.0555 0
56572.5 2.7194 0.0500 0
56573.5 2.1117 0.0758 0
56574.5 2.3642 0.0502 0
56575.5 2.4771 0.0435 0
56576.5 2.0565 0.0505 0
56577.5 2.3731 0.0511 0
56578.5 2.3975 0.0454 0
56579.5 1.9116 0.0374 0
56580.5 2.1788 0.0365 0
56581.5 2.0266 0.0354 0
56582.5 1.8518 0.0333 0
56583.5 2.2214 0.0363 0
56584.5 2.3651 0.0351 0
56585.5 1.5393 0.0305 0
56586.5 1.9862 0.0324 0
56587.5 2.4617 0.0369 0
56588.5 2.3871 0.0363 0
56589.5 1.8014 0.0324 0
56590.5 1.9587 0.0335 0
56591.5 1.8918 0.0372 0
56592.5 1.5844 0.0340 0
56593.5 2.2973 0.0418 0
56594.5 1.6917 0.0378 0
56595.5 1.9504 0.0433 0
56596.5 1.9663 0.0449 0
56597.5 1.9546 0.0454 0
56598.5 2.8296 0.0588 0
56599.5 2.9131 0.0499 0
56600.5 3.0827 0.0613 0
56601.5 2.1829 0.0491 0
56602.5 2.0320 0.0464 0
56603.5 1.9771 0.0453 0
56604.5 1.8879 0.0476 0
56605.5 2.0330 0.0490 0
56606.5 1.9583 0.0476 0
56607.5 1.7433 0.0553 0
56635.5 1.6904 0.0480 0
56636.5 1.4417 0.0430 0
56637.5 1.7069 0.0439 0
56638.5 1.8666 0.0477 0
56639.5 1.6288 0.0423 0
56640.5 2.2512 0.0496 0
56641.5 2.0859 0.0453 0
56642.5 1.8576 0.0435 0
56643.5 1.7959 0.0404 0
56644.5 2.4169 0.0535 0
56645.5 2.5589 0.0514 0
56646.5 0.9511 0.0606 0
56647.5 1.8172 0.0406 0
56648.5 1.9315 0.0378 0
56649.5 1.6965 0.0423 0
56650.5 1.7750 0.0414 0
56651.5 1.2117 0.0345 0
56652.5 1.4161 0.0306 0
56653.5 2.4352 0.0411 0
56654.5 2.2270 0.0353 0
56655.5 1.7983 0.0343 0
56656.5 1.7364 0.0317 0
56657.5 2.3823 0.0361 0
56658.5 2.2952 0.0345 0
56659.5 1.6634 0.0311 0
56660.5 2.1530 0.0407 0
56661.5 2.3871 0.0491 0
56662.5 2.2276 0.0439 0
56663.5 2.0903 0.0359 0
56664.5 1.5739 0.0323 0
56665.5 1.8899 0.0376 0
56666.5 1.9630 0.0391 0
56667.5 1.6359 0.0403 0
56668.5 1.7828 0.0392 0
56669.5 1.8786 0.0501 0
56670.5 1.9774 0.0479 0
56671.5 2.5153 0.0505 0
56672.5 3.1060 0.0545 0
56673.5 2.6595 0.0567 0
56674.5 1.8393 0.0449 0
56675.5 2.1661 0.0485 0
56676.5 2.2612 0.0507 0
56677.5 1.9723 0.0491 0
56678.5 2.6649 0.0533 0
56679.5 2.2096 0.0517 0
56680.5 2.2371 0.0768 0
56690.5 2.4228 0.1067 0
56707.5 2.4161 0.0954 0
56708.5 2.9251 0.0587 0
56709.5 2.4010 0.0503 0
56710.5 2.4799 0.0525 0
56711.5 2.2684 0.0480 0
56712.5 2.4105 0.0503 0
56713.5 2.3491 0.0493 0
56714.5 2.6897 0.0842 0
56715.5 2.4760 0.0478 0
56716.5 2.5419 0.0497 0
56717.5 3.1762 0.0595 0
56718.5 1.7289 0.0500 0
56719.5 2.6671 0.0649 0
56720.5 2.7345 0.0451 0
56721.5 3.1106 0.0441 0
56722.5 3.1926 0.0491 0
56723.5 2.5221 0.0490 0
56724.5 2.2184 0.0397 0
56725.5 2.3014 0.0403 0
56726.5 2.4201 0.0393 0
56727.5 2.4247 0.0392 0
56728.5 2.5991 0.0375 0
56729.5 3.1866 0.0442 0
56730.5 2.2143 0.0338 0
56731.5 2.4203 0.0361 0
56732.5 2.1957 0.0336 0
56733.5 1.7971 0.0321 0
56734.5 2.0617 0.0332 0
56735.5 1.9192 0.0333 1
56736.5 1.7492 0.0323 1
56737.5 1.8193 0.0354 1
56738.5 2.3963 0.0402 1
56739.5 1.8879 0.0402 1
56740.5 2.0750 0.0405 1
56741.5 2.0275 0.0457 1
56742.5 2.9490 0.0528 0
56743.5 2.7939 0.0421 0
56744.5 3.3632 0.0494 0
56745.5 3.0066 0.0586 0
56746.5 2.8053 0.0558 0
56747.5 2.4580 0.0530 0
56748.5 2.6397 0.0529 0
56749.5 3.1844 0.0596 0
56750.5 3.0266 0.0564 0
56751.5 2.2009 0.0519 0
56752.5 3.0946 0.0604 0
56753.5 2.7715 0.0856 0
56754.5 2.3100 0.0448 0
56755.5 2.3338 0.0371 0
56756.5 2.1276 0.0337 0
56757.5 3.6024 0.0986 0
56780.5 1.4662 0.0527 1
56781.5 1.3258 0.0405 1
56782.5 1.1741 0.0394 1
56783.5 1.3718 0.0391 1
56784.5 1.1676 0.0383 1
56785.5 0.9865 0.0340 1
56786.5 1.1574 0.0352 1
56787.5 1.0808 0.0332 1
56788.5 1.3615 0.0358 1
56789.5 1.5089 0.0375 1
56790.5 1.3944 0.0444 1
56791.5 1.3278 0.0551 1
56792.5 1.5745 0.0388 1
56793.5 1.7648 0.0385 1
56794.5 1.3784 0.0375 1
56795.5 1.1744 0.0345 1
56796.5 1.1375 0.0293 1
56797.5 1.0296 0.0280 1
56798.5 1.3316 0.0288 1
56799.5 1.4660 0.0307 1
56800.5 1.4140 0.0281 1
56801.5 1.2147 0.0272 1
56802.5 1.1292 0.0246 1
56803.5 1.1538 0.0256 1
56804.5 0.9771 0.0232 1
56805.5 1.1708 0.0257 1
56806.5 1.2498 0.0269 1
56807.5 1.0069 0.0256 1
56808.5 1.1548 0.0279 1
56809.5 1.1820 0.0296 1
56810.5 1.2927 0.0300 1
56811.5 1.1076 0.0309 1
56812.5 1.1939 0.0325 1
56813.5 1.4616 0.0384 1
56814.5 1.3047 0.0370 1
56815.5 1.6868 0.0526 1
56816.5 1.5878 0.0384 1
56817.5 1.5950 0.0426 1
56818.5 1.7190 0.0467 1
56819.5 2.2751 0.0512 1
56820.5 2.0723 0.0480 1
56821.5 2.1803 0.0506 1
56822.5 2.4880 0.0527 0
56823.5 2.0118 0.0512 1
56824.5 1.8447 0.0480 1
56825.5 2.3604 0.0770 0
56837.5 2.0865 0.0644 0
56838.5 2.1177 0.0216 0
56854.5 3.1461 0.1136 0
56855.5 2.4817 0.1126 0
56856.5 2.2430 0.0475 0
56857.5 1.9528 0.0470 0
56858.5 3.0525 0.0566 0
56859.5 2.4925 0.0413 0
56860.5 2.9377 0.0421 0
56861.5 2.3211 0.0415 0
56862.5 2.2536 0.0475 0
56863.5 3.0144 0.0822 0
56864.5 2.8206 0.0667 0
56865.5 2.3411 0.0404 0
56866.5 2.4033 0.0531 0
56867.5 1.4585 0.0436 0
56868.5 1.7797 0.0417 0
56869.5 1.7459 0.0361 0
56870.5 1.7206 0.0392 0
56871.5 1.4439 0.0318 0
56872.5 1.4778 0.0307 0
56873.5 1.9564 0.0357 0
56874.5 1.9687 0.0321 0
56875.5 1.8259 0.0321 0
56876.5 1.7961 0.0308 0
56877.5 2.0068 0.0335 0
56878.5 2.7392 0.0373 0
56879.5 2.1508 0.0349 0
56880.5 1.5876 0.0308 0
56881.5 1.7488 0.0348 0
56882.5 2.2777 0.0377 0
56883.5 2.3521 0.0415 0
56884.5 2.0489 0.0402 0
56885.5 2.5029 0.0450 0
56886.5 2.6001 0.0495 0
56887.5 2.2068 0.0401 0
56888.5 2.2287 0.0441 0
56889.5 2.5165 0.0557 0
56890.5 2.1785 0.0452 0
56891.5 2.1619 0.0520 0
56892.5 2.1246 0.0497 0
56893.5 2.0831 0.0491 0
56894.5 1.9856 0.0485 0
56895.5 2.4235 0.0546 0
56896.5 1.4239 0.0423 0
56897.5 1.4389 0.0449 0
56898.5 2.6561 0.1580 0
56925.5 1.3527 0.0402 0
56926.5 1.1912 0.0273 0
56927.5 1.5582 0.0431 0
56928.5 1.3716 0.0410 0
56929.5 1.9831 0.0482 0
56930.5 1.4753 0.0401 0
56931.5 1.4104 0.0376 0
56932.5 1.5137 0.0381 0
56933.5 1.5900 0.0400 0
56934.5 1.9722 0.0490 0
56935.5 2.4693 0.0470 0
56936.5 1.8797 0.0490 0
56937.5 1.9280 0.0595 0
56938.5 2.6771 0.0416 0
56939.5 2.2667 0.0502 0
56940.5 1.8510 0.0435 0
56941.5 1.8571 0.0398 0
56942.5 1.8588 0.0356 0
56943.5 1.5974 0.0332 0
56944.5 1.3046 0.0294 0
56945.5 1.2622 0.0340 0
56946.5 1.4402 0.0292 0
56947.5 1.4403 0.0293 0
56948.5 0.8259 0.0228 0
56949.5 0.9852 0.0250 0
56950.5 0.9440 0.0240 0
56951.5 1.0512 0.0257 0
56952.5 1.3162 0.0275 0
56953.5 1.1090 0.0278 0
56954.5 0.9776 0.0267 0
56955.5 1.1603 0.0298 0
56956.5 1.1385 0.0310 0
56957.5 1.1007 0.0351 0
56958.5 1.1805 0.0315 0
56959.5 1.2681 0.0413 0
56960.5 1.3920 0.0327 0
56961.5 1.3790 0.0390 0
56962.5 1.3432 0.0405 0
56963.5 2.3122 0.0501 0
56964.5 2.9125 0.0568 0
56965.5 2.5154 0.0531 0
56966.5 2.4719 0.0505 0
56967.5 1.9635 0.0465 0
56968.5 1.7065 0.0436 0
56969.5 1.7467 0.0467 0
56970.5 1.8451 0.0519 0
56998.5 2.8233 0.0677 0
56999.5 2.9275 0.0579 0
57000.5 3.0557 0.0565 0
57001.5 3.0497 0.0558 0
57002.5 3.1192 0.0585 0
57003.5 3.2574 0.0564 0
57004.5 2.6935 0.0505 0
57005.5 2.5785 0.0489 0
57006.5 2.8634 0.0537 0
57007.5 2.8908 0.0541 0
57008.5 2.3789 0.0456 0
57009.5 2.2661 0.0687 0
57010.5 2.7290 0.0534 0
57011.5 2.3316 0.0381 0
57012.5 2.5964 0.0492 0
57013.5 2.6801 0.0502 0
57014.5 2.7687 0.0442 0
57015.5 2.4755 0.0429 0
57016.5 2.5979 0.0394 0
57017.5 3.1620 0.0441 0
57018.5 3.0264 0.0402 0
57019.5 2.4556 0.0379 0
57020.5 2.5674 0.0360 0
57021.5 1.7368 0.0314 0
57022.5 2.4965 0.0356 0
57023.5 2.6387 0.0392 0
57024.5 2.9969 0.0535 0
57025.5 2.4585 0.0508 0
57026.5 2.7064 0.0444 0
57027.5 2.5838 0.0411 0
57028.5 2.9674 0.0438 0
57029.5 2.3075 0.0399 0
57030.5 2.3218 0.0457 0
57031.5 2.3026 0.0436 0
57032.5 2.6014 0.0527 0
57033.5 3.0618 0.0531 0
57034.5 3.4471 0.0607 0
57035.5 4.0680 0.0648 0
57036.5 4.2225 0.0875 0
57041.5 2.7945 0.0753 0
57042.5 3.4609 0.0625 0
57043.5 4.1651 0.1187 0
57050.5 2.7743 0.0546 0
57070.5 2.9077 0.0814 0
57071.5 1.9020 0.0467 0
57072.5 2.3758 0.0512 0
57073.5 2.3897 0.0499 0
57074.5 2.5813 0.0529 0
57075.5 2.2330 0.0477 0
57076.5 3.6303 0.0604 0
57077.5 2.5158 0.0542 0
57078.5 2.4337 0.0474 0
57079.5 3.3524 0.0577 0
57080.5 2.9672 0.0593 0
57081.5 2.1073 0.0640 0
57082.5 1.7572 0.0420 0
57083.5 1.8990 0.0377 0
57084.5 2.0811 0.0387 0
57085.5 2.3899 0.0428 0
57086.5 2.4020 0.0477 0
57087.5 1.9253 0.0369 0
57088.5 1.8690 0.0368 0
57089.5 1.6552 0.0323 0
57090.5 2.0184 0.0359 0
57091.5 2.4733 0.0367 0
57092.5 1.7446 0.0317 0
57093.5 2.2310 0.0339 0
57094.5 1.7723 0.0310 0
57095.5 2.4060 0.0362 0
57096.5 2.4068 0.0354 0
57097.5 2.3368 0.0362 0
57098.5 1.7042 0.0314 0
57099.5 1.6516 0.0329 0
57100.5 1.7377 0.0339 0
57101.5 1.9548 0.0388 0
57102.5 2.3195 0.0424 0
57103.5 2.4061 0.0453 0
57104.5 2.5764 0.0582 0
57105.5 2.4291 0.0616 0
57106.5 2.3456 0.0426 0
57107.5 1.8828 0.0427 0
57108.5 1.8457 0.0417 1
57109.5 1.7591 0.0361 1
57110.5 1.5363 0.0437 1
57111.5 1.5062 0.0409 1
57112.5 1.5327 0.0442 1
57113.5 1.6579 0.0438 1
57114.5 1.5089 0.0457 1
57115.5 1.2433 0.0565 1
57137.5 1.0598 0.1070 1
57142.5 2.0966 0.0709 0
57143.5 2.4600 0.0538 0
57144.5 2.2695 0.0500 0
57145.5 2.3409 0.0512 0
57146.5 2.5289 0.0498 0
57147.5 2.4036 0.0494 0
57148.5 2.9537 0.0521 0
57149.5 2.8765 0.0500 0
57150.5 3.0653 0.0535 0
57151.5 2.1509 0.0429 1
57152.5 2.0862 0.0526 1
57153.5 1.9314 0.0694 1
57154.5 1.5689 0.0435 1
57155.5 1.4555 0.0336 1
57156.5 1.5797 0.0399 1
57157.5 1.8635 0.0383 1
57158.5 1.4221 0.0334 1
57159.5 1.4457 0.0317 1
57160.5 1.3279 0.0317 1
57161.5 1.1471 0.0272 1
57162.5 1.1107 0.0281 1
57163.5 1.3491 0.0281 1
57164.5 1.4086 0.0287 1
57165.5 1.6490 0.0295 1
57166.5 1.7409 0.0313 1
57167.5 1.8951 0.0315 1
57168.5 2.7546 0.0385 0
57169.5 1.8418 0.0350 1
57170.5 1.8249 0.0325 1
57171.5 1.8183 0.0352 1
57172.5 1.8412 0.0348 1
57173.5 1.5077 0.0351 1
57174.5 1.3418 0.0357 1
57175.5 1.4209 0.0378 1
57176.5 2.4171 0.0449 1
57177.5 2.2249 0.0578 0
57178.5 1.9298 0.0481 1
57179.5 1.6200 0.0467 1
57180.5 1.3289 0.0402 1
57181.5 1.4558 0.0425 1
57182.5 1.7082 0.0435 1
57183.5 2.2416 0.0490 0
57184.5 2.4479 0.0533 0
57185.5 1.7548 0.0437 0
57186.5 1.4260 0.0416 1
57187.5 1.5101 0.0685 1
57218.5 2.3718 0.0473 0
57219.5 1.7333 0.0418 0
57220.5 1.6829 0.0405 1
57221.5 1.5561 0.0406 1
57222.5 1.2249 0.0358 1
57223.5 1.7585 0.0456 0
57224.5 2.1683 0.0491 0
57225.5 1.7277 0.0618 0
57226.5 1.3185 0.0405 1
57227.5 1.8566 0.0362 1
57228.5 1.1903 0.0393 1
57229.5 1.0279 0.0346 1
57230.5 0.9764 0.0300 1
57231.5 1.1310 0.0300 1
57232.5 1.3909 0.0300 1
57233.5 1.1712 0.0277 1
57234.5 1.2833 0.0257 1
57235.5 0.9623 0.0208 1
57236.5 1.0141 0.0204 1
57237.5 0.9749 0.0204 1
57238.5 1.0052 0.0200 1
57239.5 0.9890 0.0251 1
57240.5 1.1581 0.0260 1
57241.5 1.3141 0.0278 1
57242.5 1.2831 0.0299 0
57243.5 1.3383 0.0299 0
57244.5 1.2918 0.0321 1
57245.5 1.3029 0.0328 1
57246.5 1.7135 0.0372 1
57247.5 1.3558 0.0364 1
57248.5 1.7334 0.0363 1
57249.5 1.3214 0.0424 1
57250.5 1.6046 0.0464 1
57251.5 1.2435 0.0386 1
57252.5 1.2929 0.0433 1
57253.5 1.2897 0.0386 1
57254.5 1.4836 0.0433 1
57255.5 1.2105 0.0379 1
57256.5 1.1065 0.0370 1
57257.5 0.9333 0.0388 1
57258.5 1.3081 0.0420 1
57259.5 1.2624 0.0672 1
57268.5 3.4996 0.1398 0
57269.5 2.2462 0.0307 0
57286.5 2.1767 0.1162 0
57287.5 2.1666 0.0519 0
57288.5 2.1151 0.0497 0
57289.5 1.7063 0.0437 0
57290.5 2.4942 0.0500 0
57291.5 2.7686 0.0530 0
57292.5 2.8568 0.0551 0
57293.5 2.5563 0.0518 0
57294.5 2.7426 0.0529 0
57295.5 3.1027 0.0579 0
57296.5 2.0115 0.0430 0
57297.5 2.3023 0.0580 0
57298.5 2.1503 0.0588 0
57299.5 2.5515 0.0425 0
57300.5 2.2877 0.0513 0
57301.5 2.3218 0.0570 0
57302.5 2.1832 0.0433 0
57303.5 2.3341 0.0412 0
57304.5 2.0215 0.0357 0
57305.5 1.5440 0.0329 0
57306.5 2.2285 0.0365 0
57307.5 1.9225 0.0343 0
57308.5 1.8863 0.0318 0
57309.5 2.1937 0.0339 0
57310.5 2.1979 0.0350 0
57311.5 2.5947 0.0365 0
57312.5 2.3702 0.0363 0
57313.5 2.4005 0.0355 0
57314.5 3.1115 0.0414 0
57315.5 3.1631 0.0470 0
57316.5 2.5104 0.0566 0
57317.5 3.2947 0.0466 0
57318.5 2.4526 0.0459 0
57319.5 2.4026 0.0442 0
57320.5 3.5065 0.0581 0
57321.5 2.8677 0.0513 0
57322.5 3.4435 0.0617 0
57323.5 2.3049 0.0527 0
57324.5 2.9456 0.0564 0
57325.5 2.5495 0.0537 0
57326.5 3.5680 0.0615 0
57327.5 3.4770 0.0639 0
57328.5 2.7944 0.0549 0
57329.5 2.5533 0.0547 0
57330.5 2.8317 0.0569 0
57331.5 2.2920 0.0625 0
57359.5 1.7563 0.0493 1
57360.5 1.8818 0.0459 1
57361.5 1.8177 0.0465 1
57362.5 1.7013 0.0427 1
57363.5 1.3882 0.0393 1
57364.5 1.3674 0.0417 1
57365.5 1.4391 0.0386 1
57366.5 1.9750 0.0475 1
57367.5 2.0306 0.0463 1
57368.5 1.7387 0.0450 1
57369.5 1.3689 0.0362 1
57370.5 1.4482 0.0594 1
57371.5 1.4726 0.0352 1
57372.5 1.2191 0.0300 1
57373.5 1.3000 0.0420 1
57374.5 1.2686 0.0351 1
57375.5 1.1154 0.0306 1
57376.5 1.1786 0.0307 1
57377.5 1.5011 0.0322 1
57378.5 1.5143 0.0306 1
57379.5 1.5204 0.0297 1
57380.5 1.2392 0.0282 1
57381.5 1.4564 0.0286 1
57382.5 1.5788 0.0306 1
57383.5 1.3357 0.0280 1
57384.5 1.4363 0.0297 1
57385.5 1.2761 0.0310 1
57386.5 1.3795 0.0373 1
57387.5 1.6777 0.0400 1
57388.5 1.2918 0.0313 1
57389.5 1.3353 0.0358 1
57390.5 1.2766 0.0441 1
57391.5 1.0297 0.0342 1
57392.5 1.3426 0.0366 1
57393.5 1.4445 0.0414 1
57394.5 1.3496 0.0409 1
57395.5 1.3117 0.0392 1
57396.5 1.4342 0.0413 1
57397.5 1.4551 0.0439 1
57398.5 1.5863 0.0424 1
57399.5 1.6194 0.0441 1
57400.5 1.5709 0.0425 1
57401.5 1.4572 0.0429 1
57402.5 1.5528 0.0425 1
57403.5 1.4059 0.0438 1
57431.5 1.6985 0.0489 1
57432.5 1.6483 0.0452 1
57433.5 1.3766 0.0401 1
57434.5 1.5249 0.0408 1
57435.5 1.3357 0.0378 1
57436.5 1.3382 0.0398 1
57437.5 1.5855 0.0404 1
57438.5 1.6291 0.0435 1
57439.5 1.3419 0.0399 1
57440.5 1.4528 0.0433 1
57441.5 1.3676 0.0414 1
57442.5 1.1799 0.0651 1
57443.5 1.3520 0.0393 1
57444.5 1.5002 0.0318 1
57445.5 1.2404 0.0404 1
57446.5 1.2496 0.0338 1
57447.5 1.2644 0.0316 1
57448.5 1.2228 0.0310 1
57449.5 1.2826 0.0290 1
57450.5 1.1960 0.0291 1
57451.5 1.1495 0.0267 1
57452.5 0.9215 0.0256 1
57453.5 0.8855 0.0231 1
57454.5 0.9299 0.0243 1
57455.5 0.9035 0.0233 1
57456.5 1.0556 0.0258 1
57457.5 1.2212 0.0265 1
57458.5 1.1203 0.0267 1
57459.5 1.1955 0.0275 1
57460.5 1.3061 0.0299 1
57461.5 1.3629 0.0323 1
57462.5 1.4890 0.0335 1
57463.5 1.1877 0.0341 1
57464.5 1.1332 0.0344 1
57465.5 1.1425 0.0396 1
57466.5 1.1707 0.0318 1
57467.5 1.2392 0.0383 1
57468.5 1.2587 0.0395 1
57469.5 1.0588 0.0384 1
57470.5 1.0579 0.0358 1
57471.5 1.1616 0.0387 1
57472.5 1.2981 0.0391 1
57473.5 1.2809 0.0404 1
57474.5 1.1246 0.0394 1
57475.5 1.1564 0.0482 1
57476.5 1.4648 0.0984 1
57480.5 1.1538 0.0318 1
57481.5 1.2493 0.0518 1
57503.5 0.9366 0.0449 1
57504.5 0.8735 0.0351 1
57505.5 0.9501 0.0361 1
57506.5 0.9847 0.0344 1
57507.5 0.9044 0.0336 1
57508.5 0.9168 0.0333 1
57509.5 1.0942 0.0346 1
57510.5 1.0166 0.0356 1
57511.5 0.9740 0.0337 1
57512.5 0.9040 0.0350 1
57513.5 0.8757 0.0360 1
57514.5 0.7898 0.0551 1
57515.5 0.9322 0.0323 1
57516.5 0.9997 0.0306 1
57517.5 1.0118 0.0379 1
57518.5 0.8509 0.0294 1
57519.5 0.8033 0.0275 1
57520.5 0.8339 0.0269 1
57521.5 0.9603 0.0282 1
57522.5 0.9638 0.0258 1
57523.5 0.9226 0.0244 1
57524.5 0.9324 0.0253 1
57525.5 0.9136 0.0233 1
57526.5 0.9842 0.0249 1
57527.5 1.1255 0.0254 1
57528.5 0.9295 0.0246 1
57529.5 1.0627 0.0250 1
57530.5 0.9954 0.0256 1
57531.5 1.0940 0.0265 1
57532.5 1.2550 0.0305 1
57533.5 1.3274 0.0306 1
57534.5 1.1974 0.0326 1
57535.5 1.1910 0.0332 1
57536.5 1.0222 0.0353 1
57537.5 1.2926 0.0497 1
57538.5 1.2212 0.0545 1
57539.5 1.5168 0.0419 1
57540.5 1.1272 0.0375 1
57541.5 1.0765 0.0389 1
57542.5 1.0428 0.0356 1
57543.5 1.1233 0.0390 1
57544.5 1.0873 0.0368 1
57545.5 1.2299 0.0398 1
57546.5 1.0789 0.0386 1
57547.5 1.0545 0.0396 1
57548.5 1.0580 0.0878 1
57569.5 1.1842 0.0292 1
57570.5 0.9482 0.0251 1
57572.5 1.1507 0.1369 1
57578.5 1.1006 0.0630 1
57579.5 1.2165 0.0445 1
57580.5 1.1360 0.0371 1
57581.5 1.3315 0.0407 1
57582.5 1.2372 0.0389 1
57583.5 1.3339 0.0385 1
57584.5 1.2425 0.0402 1
57585.5 1.1435 0.0386 1
57586.5 1.1826 0.0707 1
57587.5 1.2233 0.0381 1
57588.5 1.3561 0.0384 1
57589.5 1.3481 0.0465 1
57590.5 1.1993 0.0360 1
57591.5 1.5460 0.0352 1
57592.5 1.3928 0.0325 1
57593.5 1.3377 0.0294 1
57594.5 1.3945 0.0310 1
57595.5 1.3239 0.0286 1
57596.5 1.2808 0.0277 1
57597.5 1.1641 0.0258 1
57598.5 1.0999 0.0259 1
57599.5 1.0618 0.0248 1
57600.5 1.1594 0.0268 1
57601.5 1.0855 0.0256 1
57602.5 1.0512 0.0270 1
57603.5 1.2665 0.0291 1
