Date Cts +- State
57604.5 1.1075 0.0280 1
57605.5 1.0443 0.0300 1
57606.5 1.1678 0.0317 1
57607.5 1.0802 0.0320 1
57608.5 1.0417 0.0352 1
57609.5 1.0200 0.0295 1
57610.5 1.0419 0.0401 1
57611.5 1.2286 0.0409 1
57612.5 1.1807 0.0381 1
57613.5 1.2461 0.0411 1
57614.5 1.0638 0.0361 1
57615.5 1.0958 0.0380 1
57616.5 1.1471 0.0375 1
57617.5 1.2422 0.0395 1
57618.5 1.1161 0.0385 1
57619.5 1.1890 0.0407 1
57620.5 1.1384 0.0890 1
57647.5 1.0851 0.0637 1
57648.5 1.0973 0.0397 1
57649.5 1.0080 0.0358 1
57650.5 1.1712 0.0378 1
57651.5 1.1718 0.0365 1
57652.5 1.0766 0.0361 1
57653.5 1.1438 0.0355 1
57654.5 0.8592 0.0324 1
57655.5 0.9786 0.0329 1
57656.5 0.9970 0.0352 1
57657.5 1.1032 0.0362 1
57658.5 1.1288 0.0482 1
57659.5 0.9752 0.0422 1
57660.5 1.1607 0.0289 1
57661.5 1.1697 0.0313 1
57662.5 0.9608 0.0375 1
57663.5 1.1113 0.0358 1
57664.5 1.0659 0.0295 1
57665.5 1.0136 0.0267 1
57666.5 1.0427 0.0276 1
57667.5 1.1741 0.0279 1
57668.5 0.9852 0.0260 1
57669.5 1.0623 0.0251 1
57670.5 1.1557 0.0265 1
57671.5 0.9789 0.0242 1
57672.5 0.9955 0.0253 1
57673.5 0.9331 0.0241 1
57674.5 0.8682 0.0243 1
57675.5 0.8555 0.0244 1
57676.5 0.8886 0.0266 1
57677.5 0.8897 0.0269 1
57678.5 1.0258 0.0283 1
57679.5 1.0007 0.0305 1
57680.5 1.1256 0.0341 1
57681.5 1.2525 0.0407 1
57682.5 0.6690 0.0315 1
57683.5 1.2631 0.0435 1
57684.5 1.2033 0.0385 1
57685.5 1.0959 0.0388 1
57686.5 1.2024 0.0389 1
57687.5 1.0608 0.0361 1
57688.5 1.0729 0.0443 1
57689.5 1.1419 0.0425 1
57690.5 1.1242 0.0367 1
57691.5 1.2478 0.0389 1
57692.5 1.0827 0.0493 1
57711.5 1.0134 0.0381 1
57712.5 1.0274 0.0672 1
57719.5 1.1310 0.1625 1
57720.5 1.0953 0.0391 1
57721.5 1.1480 0.0388 1
57722.5 1.2695 0.0378 1
57723.5 1.4293 0.0420 1
57724.5 1.1838 0.0386 1
57725.5 1.3205 0.0393 1
57726.5 1.3428 0.0379 1
57727.5 1.1618 0.0382 1
57728.5 1.5581 0.0424 1
57729.5 1.4656 0.0414 1
57730.5 1.3468 0.0400 1
57731.5 1.2387 0.0677 1
57732.5 1.5454 0.0355 1
57733.5 1.5398 0.0357 1
57734.5 1.5285 0.0486 1
57735.5 1.4331 0.0355 1
57736.5 1.4405 0.0319 1
57737.5 1.4776 0.0333 1
57738.5 1.3779 0.0296 1
57739.5 1.3943 0.0303 1
57740.5 1.4639 0.0301 1
57741.5 1.3135 0.0281 1
57742.5 1.3231 0.0273 1
57743.5 1.4493 0.0295 1
57744.5 1.4378 0.0287 1
57745.5 1.3960 0.0294 1
57746.5 1.3204 0.0282 1
57747.5 1.2516 0.0338 1
57748.5 1.2368 0.0370 1
57749.5 1.1740 0.0369 1
57750.5 1.3560 0.0384 1
57751.5 1.1602 0.0600 1
57752.5 1.2529 0.0524 1
57753.5 1.2692 0.0450 1
57754.5 1.3691 0.0451 1
57755.5 1.3624 0.0397 1
57756.5 1.2515 0.0414 1
57757.5 1.2139 0.0386 1
57758.5 1.0833 0.0376 1
57759.5 1.3019 0.0409 1
57760.5 1.0844 0.0372 1
57761.5 1.1847 0.0383 1
57762.5 1.1980 0.0399 1
57763.5 1.2702 0.0400 1
57764.5 1.4052 0.0499 1
57784.5 0.7846 0.1227 1
57792.5 1.1449 0.0720 1
57793.5 1.3793 0.0420 1
57794.5 1.1311 0.0390 1
57795.5 1.1110 0.0372 1
57796.5 1.0268 0.0379 1
57797.5 1.0844 0.0354 1
57798.5 1.1841 0.0365 1
57799.5 0.9141 0.0363 1
57800.5 0.9133 0.0344 1
57801.5 0.9420 0.0380 1
57802.5 0.9500 0.0347 1
57803.5 0.9953 0.0638 1
57804.5 1.2359 0.0393 1
57805.5 0.9591 0.0330 1
57806.5 1.0969 0.0316 1
57807.5 1.1652 0.0350 1
57808.5 1.0869 0.0314 1
57809.5 1.1730 0.0291 1
57810.5 1.1291 0.0284 1
57811.5 0.9480 0.0255 1
57812.5 0.9816 0.0256 1
57813.5 1.0310 0.0247 1
57814.5 0.9752 0.0240 1
57815.5 1.0124 0.0258 1
57816.5 0.9128 0.0236 1
57817.5 0.9872 0.0254 1
57818.5 1.1671 0.0262 1
57819.5 1.0919 0.0267 1
57820.5 1.1435 0.0271 1
57821.5 1.0236 0.0284 1
57822.5 1.3446 0.0319 1
57823.5 1.2707 0.0360 1
57824.5 1.3364 0.0348 1
57825.5 1.4624 0.0399 1
57826.5 1.1862 0.0411 1
57827.5 1.3050 0.0420 1
57828.5 1.4536 0.0391 1
57829.5 1.2743 0.0407 1
57830.5 1.4877 0.0420 1
57831.5 1.7231 0.0436 1
57832.5 1.6684 0.0443 1
57833.5 1.9009 0.0459 1
57834.5 1.6557 0.0463 1
57835.5 1.7019 0.0448 1
57836.5 1.8957 0.0508 1
57837.5 1.8857 0.1324 0
57863.5 1.4589 0.0442 1
57864.5 2.1508 0.0545 1
57865.5 2.0359 0.0481 1
57866.5 1.9771 0.0487 1
57867.5 2.2321 0.0514 0
57868.5 2.5498 0.0597 0
57869.5 2.9223 0.0519 0
57870.5 2.8643 0.0547 0
57871.5 2.3908 0.0539 0
57872.5 3.0768 0.0578 0
57873.5 2.5603 0.0605 0
57874.5 2.3458 0.0560 0
57875.5 2.7662 0.2259 0
57876.5 2.3848 0.0463 0
57877.5 2.5455 0.0493 0
57878.5 3.0579 0.0512 0
57879.5 1.8651 0.0431 1
57880.5 1.6593 0.0392 1
57881.5 1.7548 0.0351 1
57882.5 2.1926 0.0409 1
57883.5 2.1173 0.0357 1
57884.5 2.3995 0.0376 0
57885.5 2.2486 0.0351 1
57886.5 2.3880 0.0360 1
57887.5 2.3659 0.0347 1
57888.5 2.3499 0.0364 1
57889.5 2.5929 0.0377 0
57890.5 2.7901 0.0391 0
57891.5 2.5997 0.0366 0
57892.5 2.1312 0.0347 1
57893.5 1.9494 0.0351 1
57894.5 2.2047 0.0378 1
57895.5 1.6562 0.0384 1
57896.5 1.9329 0.0409 1
57897.5 1.8989 0.0425 1
57898.5 2.8372 0.0544 0
57899.5 2.6298 0.0612 0
57900.5 2.6593 0.0564 0
57901.5 2.3189 0.0589 0
57902.5 2.4534 0.0579 1
57903.5 2.7857 0.0609 0
57904.5 2.5187 0.0520 0
57905.5 1.9615 0.0484 1
57906.5 2.3043 0.0505 0
57907.5 2.4989 0.0577 0
57908.5 2.6419 0.0588 1
57909.5 2.4768 0.1204 0
57937.5 2.3637 0.1165 1
57940.5 1.5439 0.1052 1
57941.5 2.2510 0.0488 1
57942.5 2.2183 0.0463 1
57943.5 2.2695 0.0461 1
57944.5 2.7944 0.0544 1
57945.5 2.1904 0.0483 1
57946.5 3.2845 0.0639 0
57947.5 3.2084 0.1020 0
57948.5 3.4173 0.0527 0
57949.5 2.8718 0.0406 0
57950.5 1.9320 0.0439 1
57951.5 2.2495 0.0371 1
57952.5 2.2491 0.0355 0
57953.5 2.8519 0.0361 0
57954.5 3.2309 0.0367 0
57955.5 2.5543 0.0326 0
57956.5 3.4910 0.0350 0
57957.5 2.9294 0.0325 0
57958.5 3.2416 0.0326 0
57959.5 2.8967 0.0319 0
57960.5 2.7510 0.0303 0
57961.5 2.9925 0.0314 0
57962.5 2.6849 0.0323 0
57963.5 2.2694 0.0341 1
57964.5 2.2680 0.0313 1
57965.5 2.6869 0.0339 0
57966.5 3.1485 0.0365 0
57967.5 2.9415 0.0372 0
57968.5 2.8000 0.0369 0
57969.5 2.0939 0.0356 0
57970.5 3.6902 0.0424 0
57971.5 3.6691 0.0625 0
57972.5 2.9653 0.0590 0
57973.5 3.4149 0.0605 0
57974.5 3.3902 0.0609 0
57975.5 2.9681 0.0559 0
57976.5 2.7630 0.0557 0
57977.5 3.6123 0.0607 0
57978.5 2.5107 0.0534 0
57979.5 3.3543 0.0621 0
57980.5 3.1492 0.0606 0
57981.5 3.7985 0.1054 0
58008.5 3.0617 0.0802 0
58009.5 2.8218 0.0405 0
58010.5 3.7133 0.0627 0
58011.5 3.2759 0.0580 0
58012.5 2.9690 0.0539 0
58013.5 2.7633 0.0550 0
58014.5 2.4059 0.0489 0
58015.5 2.6849 0.0549 0
58016.5 3.8855 0.0621 0
58017.5 2.7263 0.0544 0
58018.5 2.7657 0.0589 0
58019.5 2.8301 0.0581 0
58020.5 2.1484 0.0611 0
58021.5 2.5300 0.0376 0
58022.5 1.5802 0.0442 0
58023.5 1.4990 0.0360 0
58024.5 1.8004 0.0337 0
58025.5 1.4592 0.0267 0
58026.5 2.0248 0.0309 0
58027.5 2.0187 0.0290 0
58028.5 1.5030 0.0252 0
58029.5 2.1076 0.0292 0
58030.5 1.6252 0.0247 0
58031.5 1.9454 0.0294 0
58032.5 1.8102 0.0258 0
58033.5 1.9334 0.0273 0
58034.5 3.0496 0.0324 0
58035.5 2.5691 0.0317 0
58036.5 2.0291 0.0291 0
58037.5 2.1145 0.0307 0
58038.5 1.1011 0.0238 0
58039.5 2.2358 0.0330 0
58040.5 2.0242 0.0336 0
58041.5 2.0751 0.0334 0
58042.5 2.3524 0.0404 0
58043.5 1.9653 0.0365 0
58044.5 2.2179 0.0466 0
58045.5 2.9388 0.0573 0
58046.5 1.5927 0.0434 0
58047.5 2.5322 0.0536 0
58048.5 1.8084 0.0456 0
58049.5 2.3349 0.0519 0
58081.5 2.4040 0.0543 0
58082.5 1.9763 0.0527 0
58083.5 2.5680 0.0513 0
58084.5 2.7478 0.0543 0
58085.5 2.3538 0.0499 0
58086.5 2.7024 0.0544 0
58087.5 3.4107 0.0592 0
58088.5 2.9953 0.0553 0
58089.5 3.7745 0.0635 0
58090.5 3.0768 0.0574 0
58091.5 2.1930 0.0499 0
58092.5 1.6359 0.0609 0
58093.5 2.2553 0.0409 0
58094.5 1.8466 0.0333 0
58095.5 2.1134 0.0445 0
58096.5 1.6665 0.0379 0
58097.5 2.1253 0.0336 0
58098.5 2.5663 0.0345 0
58099.5 1.9595 0.0296 0
58100.5 2.2761 0.0315 0
58101.5 2.0809 0.0289 0
58102.5 2.5100 0.0310 0
58103.5 2.3953 0.0285 0
58104.5 1.8223 0.0260 0
58105.5 1.5489 0.0233 0
58106.5 2.1282 0.0273 0
58107.5 2.2070 0.0289 0
58108.5 2.0501 0.0282 0
58109.5 1.7106 0.0306 0
58110.5 1.3112 0.0285 0
58111.5 1.5652 0.0313 0
58112.5 1.6112 0.0454 0
58113.5 3.5756 0.0648 0
58114.5 3.0161 0.0424 0
58115.5 2.8651 0.0474 0
58116.5 2.7772 0.0519 0
58117.5 1.9734 0.0487 1
58118.5 1.7439 0.0448 1
58119.5 1.8931 0.0470 0
58120.5 1.6329 0.0414 0
58121.5 1.5750 0.0431 1
58122.5 1.4692 0.0414 1
58123.5 1.3424 0.0387 1
58124.5 1.3477 0.0417 1
58125.5 1.3912 0.0436 1
58153.5 1.3953 0.0544 1
58154.5 1.7080 0.0447 1
58155.5 1.3912 0.0396 1
58156.5 1.6763 0.0442 1
58157.5 1.8212 0.0445 1
58158.5 1.7519 0.0446 1
58159.5 1.6412 0.0412 1
58160.5 1.6547 0.0438 1
58161.5 1.5875 0.0411 1
58162.5 1.5077 0.0443 1
58163.5 1.3455 0.0401 1
58164.5 1.4233 0.0636 1
58165.5 1.4826 0.0381 1
58166.5 1.4770 0.0370 1
58167.5 1.2377 0.0348 1
58168.5 1.1774 0.0275 1
58169.5 1.2191 0.0285 1
58170.5 1.1551 0.0243 1
58171.5 1.3099 0.0242 1
58172.5 1.2147 0.0239 1
58173.5 1.1897 0.0228 1
58174.5 1.1162 0.0224 1
58175.5 1.1345 0.0213 1
58176.5 1.1815 0.0220 1
58177.5 1.2729 0.0220 1
58178.5 1.2579 0.0226 1
58179.5 1.2437 0.0220 1
58180.5 1.1976 0.0223 1
58181.5 1.4381 0.0240 1
58182.5 1.3180 0.0250 1
58183.5 1.2659 0.0249 1
58184.5 1.5852 0.0275 1
58185.5 1.4041 0.0282 1
58186.5 1.3638 0.0287 1
58187.5 1.3396 0.0360 1
58188.5 1.4521 0.0407 1
58189.5 1.4439 0.0369 1
58190.5 1.4967 0.0409 1
58191.5 1.3928 0.0410 1
58192.5 1.5126 0.0418 1
58193.5 1.6374 0.0434 1
58194.5 1.5489 0.0420 1
58195.5 1.7347 0.0469 1
58196.5 1.5898 0.0430 1
58197.5 1.4641 0.0523 1
58198.5 2.0224 0.0976 1
58200.5 2.5884 0.0465 1
58201.5 2.3426 0.0619 1
58225.5 3.5669 0.0796 0
58226.5 3.1196 0.0602 0
58227.5 3.1212 0.0594 0
58228.5 3.7888 0.0622 0
58229.5 3.6487 0.0606 0
58230.5 3.6180 0.0595 0
58231.5 4.0307 0.0666 0
58232.5 3.3559 0.0606 0
58233.5 3.4425 0.0671 0
58234.5 3.4131 0.0647 0
58235.5 3.7846 0.0675 0
58236.5 1.8431 0.0593 0
58237.5 2.4059 0.0440 0
58238.5 2.5453 0.0401 0
58239.5 1.7756 0.0387 0
58240.5 2.1489 0.0351 0
58241.5 1.5369 0.0297 0
58242.5 2.2581 0.0318 0
58243.5 2.8197 0.0346 0
58244.5 2.5151 0.0320 0
58245.5 2.3278 0.0308 0
58246.5 2.7102 0.0318 0
58247.5 1.8651 0.0270 0
58248.5 3.2069 0.0328 0
58249.5 2.2468 0.0291 0
58250.5 2.6862 0.0305 0
58251.5 2.4380 0.0292 0
58252.5 2.9417 0.0327 0
58253.5 1.9939 0.0280 0
58254.5 1.8243 0.0291 0
58255.5 2.8319 0.0346 0
58256.5 2.3485 0.0352 0
58257.5 2.0835 0.0330 0
58258.5 2.2434 0.0373 0
58259.5 2.0992 0.0363 0
58260.5 3.3799 0.0655 0
58261.5 3.0660 0.0522 0
58262.5 3.3592 0.0628 0
58263.5 4.4406 0.0693 0
58264.5 2.9810 0.0583 0
58265.5 4.8614 0.0694 0
58266.5 3.6569 0.0636 0
58267.5 3.5270 0.0594 0
58268.5 3.6397 0.0615 0
58269.5 3.5920 0.0644 0
58270.5 3.2846 0.1077 0
58301.5 1.8738 0.0988 0
58302.5 2.6562 0.0728 0
58303.5 2.5882 0.0527 0
58304.5 2.5559 0.0516 0
58305.5 3.2595 0.0619 0
58306.5 2.5844 0.0542 0
58307.5 3.5315 0.0669 0
58308.5 2.0065 0.0813 0
58309.5 1.6963 0.0457 0
58310.5 2.0002 0.0379 0
58311.5 1.1791 0.0324 0
58312.5 1.9781 0.0393 0
58313.5 1.4207 0.0294 0
58314.5 1.8052 0.0307 0
58315.5 2.1412 0.0316 0
58316.5 1.5759 0.0269 0
58317.5 2.1582 0.0312 0
58318.5 1.7161 0.0255 0
58319.5 2.0589 0.0278 0
58320.5 1.5477 0.0240 0
58321.5 1.3991 0.0239 0
58322.5 1.6649 0.0253 0
58323.5 1.8795 0.0276 0
58324.5 1.9105 0.0269 0
58325.5 1.6094 0.0266 0
58326.5 1.5354 0.0268 0
58327.5 1.9654 0.0298 0
58328.5 1.4199 0.0956 0
58329.5 2.0655 0.0337 0
58330.5 1.8857 0.0325 0
58331.5 3.2884 0.0407 0
58332.5 2.6030 0.0504 0
58333.5 3.1412 0.0603 0
58334.5 3.0609 0.0527 0
58335.5 2.9389 0.0600 0
58336.5 3.2506 0.0605 0
58337.5 2.2889 0.0505 0
58338.5 2.8691 0.0568 0
58339.5 2.6107 0.0536 0
58340.5 3.0326 0.0589 0
58341.5 2.9406 0.0582 0
58342.5 2.9983 0.0887 0
58369.5 4.8278 0.1648 0
58370.5 4.2858 0.0679 0
58371.5 3.9734 0.0630 0
58372.5 2.9266 0.0569 0
58373.5 3.3005 0.0566 0
58374.5 3.2762 0.0596 0
58375.5 3.8167 0.0586 0
58376.5 3.6993 0.0611 0
58377.5 3.8494 0.0616 0
58378.5 3.8084 0.0649 0
58379.5 4.8690 0.0745 0
58380.5 4.3130 0.0788 0
58381.5 3.1738 0.0822 0
58382.5 3.4982 0.0456 0
58383.5 2.6788 0.0557 0
58384.5 2.9605 0.0458 0
58385.5 2.4239 0.0410 0
58386.5 2.7260 0.0358 0
58387.5 2.3908 0.0335 0
58388.5 2.3093 0.0305 0
58389.5 2.2265 0.0290 1
58390.5 2.4909 0.0317 1
58391.5 1.8249 0.0257 1
58392.5 1.7907 0.0262 1
58393.5 1.5866 0.0258 1
58394.5 1.9843 0.0276 0
58395.5 1.7598 0.0253 0
58396.5 2.0502 0.0280 0
58397.5 2.0198 0.0269 1
58398.5 1.9499 0.0286 1
58399.5 2.2605 0.0304 1
58400.5 1.9521 0.0311 1
58401.5 2.3684 0.0347 1
58402.5 3.2320 0.0617 0
58403.5 3.4955 0.0766 0
58404.5 4.1968 0.0489 0
58405.5 3.3207 0.0618 0
58406.5 3.2977 0.0602 0
58407.5 2.9210 0.0588 0
58408.5 2.3732 0.0506 1
58409.5 2.0004 0.0470 1
58410.5 2.2420 0.0509 1
58411.5 2.3800 0.1098 0
58442.5 3.0848 0.0626 0
58443.5 3.2299 0.0609 0
58444.5 3.4130 0.0575 0
58445.5 3.6071 0.0615 0
58446.5 3.2502 0.0574 0
58447.5 3.2605 0.0586 0
58448.5 3.6096 0.0606 0
58449.5 2.9590 0.0547 0
58450.5 3.6508 0.0623 0
58451.5 3.3172 0.0595 0
58452.5 3.8904 0.0640 0
58453.5 2.4790 0.0866 0
58454.5 2.8859 0.0458 0
58455.5 2.5141 0.0386 0
58456.5 2.3599 0.0464 0
58457.5 2.3256 0.0417 0
58458.5 1.6484 0.0321 0
58459.5 1.7404 0.0285 0
58460.5 2.0853 0.0309 0
58461.5 1.7045 0.0278 0
58462.5 2.1954 0.0288 0
58463.5 2.3063 0.0307 0
58464.5 2.2143 0.0279 0
58465.5 2.4677 0.0303 0
58466.5 2.2290 0.0280 0
58467.5 2.4149 0.0302 0
58468.5 3.1061 0.0325 0
58469.5 2.7936 0.0332 0
58470.5 3.2661 0.0359 0
58471.5 2.6202 0.0375 0
58472.5 2.2559 0.0364 0
58473.5 3.2337 0.0557 0
58474.5 3.4826 0.0774 0
58475.5 2.2250 0.0415 0
58476.5 2.5708 0.0454 0
58477.5 3.3286 0.0573 0
58478.5 3.5941 0.0640 0
58479.5 3.5564 0.0611 0
58480.5 3.0910 0.0459 0
58481.5 2.6337 0.0419 0
58482.5 3.0835 0.0571 0
58483.5 2.6408 0.0516 0
58484.5 2.3609 0.0493 0
58485.5 2.0005 0.0458 1
58486.5 1.7511 0.0457 1
58487.5 1.9667 0.1312 1
58514.5 1.3380 0.1171 1
58515.5 1.5601 0.0431 1
58516.5 1.4688 0.0418 1
58517.5 1.3848 0.0394 1
58518.5 1.4634 0.0398 1
58519.5 1.5541 0.0401 1
58520.5 1.5988 0.0421 1
58521.5 1.5329 0.0404 1
58522.5 1.3361 0.0428 1
58523.5 1.5191 0.0430 1
58524.5 1.3525 0.0404 1
58525.5 1.2578 0.0423 1
58526.5 1.3836 0.0430 1
58527.5 1.2875 0.0334 1
58528.5 1.2737 0.0363 1
58529.5 1.2652 0.0306 1
58530.5 1.1959 0.0248 1
58531.5 1.1821 0.0249 1
58532.5 1.1116 0.0220 1
58533.5 1.0888 0.0222 1
58534.5 1.2040 0.0222 1
58535.5 1.1089 0.0215 1
58536.5 1.1762 0.0207 1
58537.5 1.1958 0.0209 1
58538.5 1.1948 0.0216 1
58539.5 1.2555 0.0214 1
58540.5 1.1403 0.0214 1
58541.5 1.1228 0.0205 1
58542.5 1.1780 0.0225 1
58543.5 1.1522 0.0224 1
58544.5 1.0862 0.0238 1
58545.5 1.0018 0.0236 1
58546.5 1.0444 0.0264 1
58547.5 1.2154 0.0270 1
58548.5 1.0775 0.0320 1
58549.5 1.2026 0.0374 1
58550.5 1.2862 0.0392 1
58551.5 1.3218 0.0372 1
58552.5 1.4569 0.0413 1
58553.5 1.5798 0.0409 1
58554.5 1.5419 0.0413 1
58555.5 1.3295 0.0379 1
58556.5 1.4454 0.0341 1
58557.5 1.5322 0.0318 1
58558.5 1.6619 0.0458 1
58559.5 1.4512 0.0609 1
58577.5 0.8211 0.2024 1
58586.5 3.3577 0.0926 0
58587.5 3.5295 0.0635 0
58588.5 3.2930 0.0578 0
58589.5 3.2744 0.0585 0
58590.5 3.4795 0.0605 0
58591.5 3.6554 0.0586 0
58592.5 3.3569 0.0519 0
58593.5 3.3483 0.0502 0
58594.5 2.9047 0.0478 0
58595.5 2.2935 0.0442 0
58596.5 2.2239 0.0495 0
58597.5 2.0018 0.0501 0
58598.5 1.9422 0.0432 0
58599.5 3.2896 0.0355 0
58600.5 2.5546 0.0306 0
58601.5 2.6923 0.0295 0
58602.5 2.1198 0.0268 0
58603.5 2.6493 0.0349 0
58604.5 2.3295 0.0321 0
58605.5 2.0301 0.0301 0
58606.5 1.8215 0.0284 0
58607.5 2.1862 0.0306 0
58608.5 1.9968 0.0277 0
58609.5 1.9443 0.0282 0
58610.5 1.6502 0.0248 0
58611.5 2.1132 0.0283 0
58612.5 2.3654 0.0287 0
58613.5 2.5238 0.0307 0
58614.5 1.7302 0.0255 0
58615.5 2.1863 0.0291 0
58616.5 2.6761 0.0309 0
58617.5 1.7854 0.0275 0
58618.5 2.4037 0.0272 0
58619.5 2.0255 0.0281 0
58620.5 2.1910 0.0328 0
58621.5 2.4869 0.0513 0
58622.5 2.6807 0.0373 0
58623.5 2.7877 0.0368 0
58624.5 2.9902 0.0413 0
58625.5 3.0820 0.0453 0
58626.5 3.1921 0.0523 0
58627.5 2.9305 0.0530 0
58628.5 3.1206 0.0545 0
58629.5 2.9340 0.0557 0
58630.5 2.7181 0.0541 0
58631.5 3.2047 0.0725 0
58659.5 2.4724 0.0904 1
58660.5 1.6692 0.1336 1
58661.5 1.6363 0.0995 1
58662.5 1.5536 0.0913 1
58663.5 2.0505 0.1071 1
58664.5 1.9903 0.0521 1
58665.5 1.9347 0.0367 1
58666.5 1.8929 0.0367 1
58667.5 2.3467 0.0395 1
58668.5 2.0433 0.0389 1
58669.5 2.4605 0.0536 1
58670.5 2.1607 0.0469 1
58671.5 1.7871 0.0301 1
58672.5 1.6663 0.0254 1
58673.5 1.5323 0.0236 1
58674.5 1.6034 0.0234 1
58675.5 1.4849 0.0223 1
58676.5 1.5362 0.0270 1
58677.5 1.4763 0.0306 1
58678.5 1.3312 0.0283 1
58679.5 1.2260 0.0264 1
58680.5 1.2093 0.0273 1
58681.5 1.1966 0.0261 1
58682.5 1.1558 0.0265 1
58683.5 1.1520 0.0264 1
58684.5 1.1328 0.0276 1
58685.5 1.0956 0.0252 1
58686.5 1.2627 0.0233 1
58687.5 1.1655 0.0225 1
58688.5 1.1733 0.0218 1
58689.5 1.1027 0.0229 1
58690.5 0.9923 0.0217 1
58691.5 1.2719 0.0217 1
58692.5 1.3812 0.0276 1
58693.5 1.2823 0.0258 1
58694.5 1.2661 0.0419 1
58695.5 1.2268 0.0233 1
58696.5 1.1578 0.0259 1
58697.5 1.2612 0.0461 1
58698.5 1.4333 0.0561 1
58699.5 1.6841 0.0608 1
58700.5 1.5511 0.0411 1
58701.5 1.5848 0.0417 1
58702.5 1.4855 0.0447 1
58703.5 1.9188 0.0497 1
58704.5 2.2795 0.1233 0
58721.5 3.8830 0.0408 0
58722.5 2.8020 0.0907 0
58731.5 2.5223 0.0854 1
58732.5 2.9166 0.0534 0
58733.5 3.6390 0.0576 0
58734.5 2.8757 0.0481 0
58735.5 1.9383 0.0413 1
58736.5 2.0545 0.0396 1
58737.5 2.7517 0.0442 0
58738.5 2.5057 0.0422 0
58739.5 2.8140 0.0441 0
58740.5 3.5950 0.0492 0
58741.5 2.5334 0.0456 0
58742.5 2.3412 0.0453 0
58743.5 2.2423 0.0503 0
58744.5 3.1205 0.0367 0
58745.5 2.6244 0.0303 0
58746.5 3.0719 0.0310 0
58747.5 2.1430 0.0264 0
58748.5 2.1592 0.0316 0
58749.5 2.6987 0.0354 0
58750.5 2.7273 0.0332 0
58751.5 1.9374 0.0301 0
58752.5 2.3977 0.0324 0
58753.5 2.9176 0.0336 0
58754.5 2.7015 0.0307 0
58755.5 2.6158 0.0312 0
58756.5 2.9631 0.0320 0
58757.5 2.4345 0.0303 1
58758.5 2.5126 0.0298 0
58759.5 2.0831 0.0287 0
58760.5 2.1375 0.0275 1
58761.5 1.8594 0.0278 1
58762.5 1.7949 0.0242 1
58763.5 1.7394 0.0243 1
58764.5 1.6052 0.0241 1
58765.5 1.7365 0.0326 1
58766.5 1.8861 0.0277 1
58767.5 1.9243 0.0374 1
58768.5 1.7068 0.0328 1
58769.5 1.9334 0.0326 1
58770.5 2.0564 0.0404 1
58771.5 1.8748 0.0418 0
58772.5 2.2024 0.0456 1
58773.5 3.2956 0.0917 0
58803.5 1.8705 0.1203 0
58804.5 2.2407 0.0589 0
58805.5 2.0686 0.0435 0
58806.5 2.4344 0.0456 0
58807.5 2.1930 0.0446 0
58808.5 2.2410 0.0420 0
58809.5 2.0921 0.0771 0
58810.5 2.7740 0.0494 0
58811.5 2.6830 0.0428 0
58812.5 2.7138 0.0438 0
58813.5 3.3794 0.0532 0
58814.5 3.0248 0.0459 0
58815.5 2.1138 0.0412 0
58816.5 2.3092 0.0416 0
58817.5 2.4774 0.0297 0
58818.5 3.0432 0.0304 0
58819.5 2.3659 0.0280 0
58820.5 2.0136 0.0303 0
58821.5 1.8649 0.0301 0
58822.5 1.9184 0.0284 0
58823.5 2.5431 0.0328 0
58824.5 2.0838 0.0281 0
58825.5 1.7756 0.0278 0
58826.5 2.0481 0.0355 0
58827.5 1.8681 0.0418 0
58828.5 2.6114 0.0296 0
58829.5 2.0392 0.0275 0
58830.5 1.4007 0.0228 0
58831.5 1.6743 0.0254 0
58832.5 2.1409 0.0277 0
58833.5 2.0510 0.0283 0
58834.5 2.1449 0.0311 0
58835.5 2.0863 0.0316 0
58836.5 2.8038 0.0470 0
58837.5 1.9122 0.0344 0
58838.5 2.0343 0.0517 0
58839.5 3.4922 0.0492 0
58840.5 2.5549 0.0366 0
58841.5 1.6891 0.0287 0
58842.5 2.1282 0.0323 0
58843.5 2.6767 0.0429 0
58844.5 3.2357 0.0542 0
58845.5 3.2474 0.0582 0
58846.5 3.6756 0.0590 0
58847.5 3.3936 0.0389 0
58848.5 2.9266 0.0428 0
58849.5 3.3948 0.0722 0
58876.5 1.3795 0.0951 0
58877.5 2.1896 0.1048 0
58878.5 2.6859 0.0485 0
58879.5 2.3052 0.0454 0
58880.5 2.5545 0.0436 0
58881.5 2.8960 0.0466 0
58882.5 3.2357 0.0466 0
58883.5 2.4313 0.0404 0
58884.5 2.4989 0.0415 0
58885.5 2.2726 0.0402 0
58886.5 3.5366 0.0561 0
58887.5 3.3256 0.0484 0
58888.5 1.8937 0.0459 0
58889.5 2.0534 0.0366 0
58890.5 2.9040 0.0364 0
58891.5 1.8863 0.0305 0
58892.5 1.6270 0.0290 0
58893.5 2.2155 0.0292 0
58894.5 1.9569 0.0309 0
58895.5 2.2110 0.0323 0
58896.5 1.8331 0.0389 0
58897.5 2.0890 0.0296 0
58898.5 2.6647 0.0307 0
58899.5 1.4238 0.0242 0
58900.5 1.8505 0.0255 0
58901.5 1.9386 0.0268 0
58902.5 1.7688 0.0249 0
58903.5 2.5715 0.0304 0
58904.5 1.9541 0.0262 0
58905.5 2.7966 0.0318 0
58906.5 2.6505 0.0303 0
58907.5 2.6624 0.0321 0
